10
i,0,25,0
i,1,75,0
i,2,100,0
i,3,125,0
i,4,150,0
i,5,25,25
i,6,50,25
i,7,100,25
i,8,25,50
i,9,50,50
i,10,100,50
i,11,125,50
i,12,175,50
i,13,25,75
i,14,50,75
i,15,75,75
i,16,150,75
i,17,175,75
i,18,0,100
i,19,25,100
i,20,175,100
i,21,0,125
i,22,125,125
i,23,150,125
i,24,175,125
i,25,0,150
i,26,25,150
i,27,100,150
i,28,125,150
i,29,175,150
i,30,25,175
i,31,75,175
i,32,100,175
c,44,25,29,3,*
c,45,4,23,7,*
c,46,19,3,1,*
c,47,15,12,5,*
c,48,22,28,2,*
c,49,4,32,0,*
c,50,30,11,0,*
c,51,19,22,0,*
c,52,7,29,3,*
c,53,30,5,0,*
c,54,13,6,9,*
c,55,1,11,0,*
c,56,31,0,2,*
c,57,11,6,9,*
c,58,25,0,8,*
c,59,21,5,3,*
c,60,12,6,7,*
c,61,27,23,9,*
c,62,24,14,0,*
c,63,23,17,6,*
c,64,18,16,8,*
c,65,0,4,8,*
c,66,1,6,5,*
c,67,19,10,3,*
c,68,24,4,6,*
c,69,27,15,0,*
c,70,9,17,0,*
c,71,31,8,5,*
c,72,3,7,5,*
c,73,20,30,2,*
c,74,4,18,1,*
c,75,27,31,9,*
c,76,16,7,9,*
c,77,13,10,3,*
c,78,21,17,3,*
c,79,14,23,1,*
c,80,31,2,5,*
c,81,17,26,7,*
c,82,14,23,1,*
c,83,10,26,7,*
c,84,9,8,5,*
c,85,18,10,9,*
c,86,16,3,8,*
c,87,32,3,8,*
c,88,23,32,2,*
c,89,25,16,4,*
c,90,9,3,4,*
c,91,30,19,9,*
c,92,28,15,9,*
c,93,5,8,0,*
c,94,15,5,5,*
c,95,10,9,1,*
c,96,12,5,3,*
c,97,22,8,9,*
c,98,11,10,8,*
c,99,19,10,7,*
c,100,25,24,4,*
c,101,23,19,1,*
c,102,24,22,4,*
c,103,16,3,5,*
c,104,3,21,2,*
c,105,9,5,9,*
c,106,7,22,4,*
c,107,13,32,5,*
c,108,2,22,1,*
c,109,14,7,0,*
c,110,18,1,9,*
c,111,21,12,9,*
c,112,6,9,8,*
c,113,13,9,7,*
c,114,1,10,8,*
c,115,19,28,8,*
c,116,16,0,1,*
c,117,9,10,4,*
c,118,12,9,7,*
c,119,27,18,8,*
c,120,18,5,4,*
c,121,24,11,6,*
c,122,23,5,5,*
c,123,26,1,0,*
c,124,20,1,6,*
c,125,1,32,7,*
c,126,21,28,9,*
c,127,11,0,7,*
c,128,14,7,6,*
c,129,12,20,3,*
c,130,10,16,8,*
c,131,18,23,9,*
c,132,26,6,1,*
c,133,29,11,5,*
c,134,13,32,6,*
c,135,28,10,7,*
c,136,21,14,5,*
c,137,9,3,3,*
c,138,30,27,8,*
c,139,22,14,3,*
c,140,32,30,4,*
c,141,12,31,7,*
c,142,3,30,8,*
c,143,18,15,2,*
c,144,21,7,8,*
c,145,14,29,5,*
c,146,27,2,6,*
c,147,28,7,3,*
c,148,25,28,7,*
c,149,7,19,4,*
c,150,22,27,3,*
c,151,31,5,2,*
c,152,8,31,1,*
c,153,8,25,6,*
c,154,32,5,4,*
c,155,6,16,9,*
c,156,11,3,4,*
c,157,6,9,3,*
c,158,11,17,9,*
c,159,10,24,4,*
c,160,15,8,2,*
c,161,8,5,6,*
c,162,15,32,3,*
c,163,4,16,4,*
c,164,2,0,2,*
c,165,21,26,0,*
c,166,30,11,5,*
c,167,8,11,2,*
c,168,29,2,9,*
c,169,1,12,2,*
c,170,26,32,3,*
c,171,3,30,2,*
c,172,4,20,6,*
c,173,31,6,1,*
c,174,22,25,8,*
c,175,7,2,6,*
c,176,32,24,2,*
c,177,16,9,8,*
c,178,19,23,2,*
c,179,15,7,8,*
c,180,24,18,0,*
c,181,22,13,0,*
c,182,30,9,6,*
c,183,16,30,1,*
c,184,9,22,9,*
c,185,26,20,7,*
c,186,1,23,2,*
c,187,11,30,6,*
c,188,20,12,1,*
c,189,29,28,9,*
c,190,7,16,4,*
c,191,22,23,9,*
c,192,14,29,7,*
c,193,4,24,5,*
c,194,5,30,9,*
c,195,27,17,9,*
c,196,15,10,6,*
c,197,28,10,8,*
c,198,21,25,1,*
c,199,31,2,1,*
c,200,20,26,0,*
c,201,21,14,7,*
c,202,1,3,7,*
c,203,10,7,9,*
c,204,8,0,2,*
c,205,6,13,9,*
c,206,18,4,6,*
c,207,5,7,9,*
c,208,30,22,0,*
c,209,5,8,5,*
c,210,25,26,7,*
c,211,15,23,1,*
c,212,10,21,9,*
c,213,18,8,4,*
c,214,29,24,0,*
c,215,6,1,1,*
c,216,5,20,7,*
c,217,20,12,8,*
c,218,26,3,3,*
c,219,15,1,0,*
c,220,18,5,2,*
c,221,14,11,2,*
c,222,2,19,8,*
c,223,13,10,3,*
c,224,14,32,7,*
c,225,16,23,3,*
c,226,23,25,7,*
c,227,5,14,1,*
c,228,29,11,9,*
c,229,2,10,3,*
c,230,31,14,9,*
c,231,30,23,5,*
c,232,11,26,5,*
c,233,29,0,5,*
c,234,20,30,2,*
c,235,13,12,6,*
c,236,4,7,8,*
c,237,11,24,6,*
c,238,6,29,5,*
c,239,11,9,4,*
c,240,21,20,6,*
c,241,27,16,8,*
c,242,9,32,6,*
c,243,10,27,0,*
c,244,4,13,8,*
c,245,20,3,2,*
c,246,5,2,1,*
c,247,10,16,1,*
c,248,25,29,5,*
c,249,21,12,9,*
c,250,7,29,2,*
c,251,18,1,8,*
c,252,25,17,8,*
c,253,28,24,6,*
c,254,3,1,7,*
c,255,3,19,4,*
c,256,7,12,3,*
c,257,15,10,7,*
c,258,16,1,7,*
c,259,29,32,4,*
c,260,22,17,1,*
c,261,2,28,1,*
c,262,26,10,0,*
c,263,0,14,9,*
c,264,6,11,2,*
c,265,8,25,4,*
c,266,17,25,5,*
c,267,17,21,6,*
c,268,13,14,9,*
c,269,2,27,0,*
c,270,19,27,0,*
c,271,2,0,4,*
c,272,5,13,4,*
c,273,15,29,2,*
c,274,18,14,2,*
c,275,14,3,7,*
c,276,2,11,7,*
c,277,21,3,2,*
c,278,11,6,5,*
c,279,7,21,4,*
c,280,8,1,1,*
c,281,18,22,1,*
c,282,22,30,0,*
c,283,21,14,8,*
c,284,8,28,7,*
c,285,18,4,8,*
c,286,2,12,2,*
c,287,17,2,7,*
c,288,30,23,1,*
c,289,19,15,5,*
c,290,11,9,2,*
c,291,10,3,4,*
c,292,20,1,7,*
c,293,8,18,1,*
c,294,26,25,5,*
c,295,26,0,9,*
c,296,19,22,5,*
c,297,12,6,9,*
c,298,10,9,1,*
c,299,14,13,3,*
c,300,1,15,7,*
c,301,27,31,6,*
c,302,18,6,6,*
c,303,13,20,4,*
c,304,6,30,3,*
c,305,6,23,8,*
c,306,31,16,2,*
c,307,15,3,1,*
c,308,6,5,0,*
c,309,16,28,2,*
c,310,15,1,9,*
c,311,26,0,0,*
c,312,23,6,9,*
c,313,23,8,7,*
c,314,9,2,8,*
c,315,11,6,8,*
c,316,24,0,8,*
c,317,27,25,1,*
c,318,6,11,2,*
c,319,15,16,3,*
c,320,17,0,9,*
c,321,18,29,4,*
c,322,22,0,0,*
c,323,24,18,4,*
c,324,31,5,6,*
c,325,27,11,8,*
c,326,18,21,8,*
c,327,10,30,5,*
c,328,28,18,4,*
c,329,30,12,2,*
c,330,8,31,2,*
c,331,14,7,8,*
c,332,31,15,5,*
c,333,30,9,3,*
c,334,3,24,6,*
c,335,27,5,8,*
c,336,5,17,3,*
c,337,3,7,4,*
c,338,0,20,8,*
c,339,9,0,4,*
c,340,9,4,8,*
c,341,31,17,8,*
c,342,3,2,2,*
c,343,29,22,7,*
c,344,26,23,4,*
c,345,7,2,3,*
c,346,0,10,8,*
c,347,17,29,7,*
c,348,23,1,9,*
c,349,22,14,1,*
c,350,3,30,1,*
c,351,21,5,0,*
c,352,25,18,8,*
c,353,22,14,6,*
c,354,11,12,6,*
c,355,22,25,9,*
c,356,0,24,1,*
c,357,31,20,2,*
c,358,5,28,4,*
c,359,31,7,8,*
c,360,5,31,1,*
c,361,11,29,2,*
c,362,22,29,8,*
c,363,13,23,5,*
c,364,11,28,7,*
c,365,4,26,3,*
c,366,12,2,4,*
c,367,7,14,1,*
c,368,28,5,6,*
c,369,19,31,0,*
c,370,21,4,6,*
c,371,27,13,5,*
c,372,1,29,6,*
c,373,1,28,3,*
c,374,30,19,6,*
c,375,9,5,6,*
c,376,15,24,0,*
c,377,5,11,4,*
c,378,20,7,1,*
c,379,15,13,2,*
c,380,12,13,9,*
c,381,21,15,9,*
c,382,29,9,6,*
c,383,32,24,7,*
c,384,10,15,6,*
c,385,21,6,3,*
c,386,31,27,9,*
c,387,14,6,7,*
c,388,30,32,9,*
c,389,14,23,1,*
c,390,17,32,3,*
c,391,1,22,4,*
c,392,24,9,4,*
c,393,24,32,3,*
c,394,18,20,7,*
c,395,7,31,5,*
c,396,8,19,0,*
c,397,5,9,1,*
c,398,10,14,1,*
c,399,11,0,8,*
c,400,16,13,5,*
c,401,27,4,7,*
c,402,0,7,7,*
c,403,32,30,1,*
c,404,3,1,8,*
c,405,12,22,9,*
c,406,6,7,3,*
c,407,16,5,9,*
c,408,6,0,0,*
c,409,2,1,7,*
c,410,2,11,4,*
c,411,31,13,9,*
c,412,15,8,7,*
c,413,15,25,7,*
c,414,12,8,1,*
c,415,8,25,1,*
c,416,6,31,1,*
c,417,4,31,7,*
c,418,18,6,4,*
c,419,24,21,0,*
c,420,16,21,1,*
c,421,25,26,9,*
c,422,0,4,1,*
c,423,19,16,8,*
c,424,23,14,9,*
c,425,18,32,1,*
c,426,11,25,1,*
c,427,15,0,7,*
c,428,28,19,6,*
c,429,24,1,6,*
c,430,15,32,9,*
c,431,10,0,4,*
c,432,0,21,3,*
c,433,17,3,5,*
c,434,24,9,6,*
c,435,10,17,4,*
c,436,25,20,1,*
c,437,0,14,7,*
c,438,6,16,7,*
c,439,31,22,9,*
c,440,16,20,0,*
c,441,15,26,6,*
c,442,30,16,0,*
c,443,7,16,4,*
c,444,19,20,3,*
c,445,28,2,7,*
c,446,32,20,1,*
c,447,17,9,1,*
c,448,28,6,2,*
c,449,6,21,6,*
c,450,21,17,2,*
c,451,21,30,1,*
c,452,8,22,6,*
c,453,17,3,6,*
c,454,27,18,8,*
c,455,27,1,4,*
c,456,6,20,3,*
c,457,25,18,7,*
c,458,6,8,0,*
c,459,11,31,1,*
c,460,31,11,3,*
c,461,0,2,1,*
c,462,1,20,0,*
c,463,7,18,3,*
c,464,15,4,9,*
c,465,5,26,3,*
c,466,6,19,0,*
c,467,26,5,8,*
c,468,22,13,1,*
c,469,12,6,5,*
c,470,20,15,5,*
c,471,13,8,2,*
c,472,32,9,8,*
c,473,13,30,7,*
c,474,30,32,4,*
c,475,13,9,8,*
c,476,19,17,6,*
c,477,29,4,3,*
c,478,11,20,3,*
c,479,25,0,7,*
c,480,8,17,0,*
c,481,13,0,8,*
c,482,1,20,8,*
c,483,15,10,5,*
c,484,18,19,4,*
c,485,12,0,9,*
c,486,23,0,0,*
c,487,31,11,1,*
c,488,28,17,1,*
c,489,15,26,9,*
c,490,22,19,8,*
c,491,26,0,1,*
c,492,9,25,7,*
c,493,20,5,7,*
c,494,24,29,5,*
c,495,0,1,7,*
c,496,8,10,7,*
c,497,6,27,5,*
c,498,0,21,9,*
c,499,5,26,7,*
c,500,11,25,7,*
c,501,26,1,0,*
c,502,20,8,3,*
c,503,22,17,8,*
c,504,16,27,3,*
c,505,24,18,5,*
c,506,20,31,7,*
c,507,24,31,7,*
c,508,17,9,9,*
c,509,20,15,1,*
c,510,30,25,0,*
c,511,7,22,1,*
c,512,9,13,3,*
c,513,22,9,4,*
c,514,28,22,6,*
c,515,26,9,1,*
c,516,19,17,3,*
c,517,23,9,8,*
c,518,19,31,7,*
c,519,20,15,8,*
c,520,8,11,3,*
c,521,5,23,7,*
c,522,16,4,8,*
c,523,28,5,3,*
c,524,17,5,7,*
c,525,23,3,0,*
c,526,18,13,7,*
c,527,25,3,1,*
c,528,14,0,5,*
c,529,9,26,6,*
c,530,4,32,3,*
c,531,1,24,4,*
c,532,20,31,6,*
c,533,29,24,8,*
c,534,11,32,6,*
c,535,19,29,0,*
c,536,30,13,4,*
c,537,10,28,0,*
c,538,22,10,7,*
c,539,24,22,4,*
c,540,31,0,6,*
c,541,5,15,7,*
c,542,1,5,7,*
c,543,24,19,6,*
c,544,21,7,0,*
c,545,3,11,5,*
c,546,30,12,8,*
c,547,26,32,7,*
c,548,17,15,4,*
c,549,22,6,4,*
c,550,15,28,3,*
c,551,20,24,3,*
c,552,15,4,9,*
c,553,19,27,4,*
c,554,22,5,8,*
c,555,4,21,0,*
c,556,28,21,7,*
c,557,12,17,2,*
c,558,14,28,6,*
c,559,14,23,1,*
c,560,29,5,1,*
c,561,28,27,1,*
c,562,31,27,5,*
c,563,2,9,5,*
c,564,22,15,2,*
c,565,23,1,8,*
c,566,22,31,1,*
c,567,4,26,9,*
c,568,2,4,1,*
c,569,14,2,3,*
c,570,3,4,6,*
c,571,28,15,9,*
c,572,15,25,1,*
c,573,1,4,4,*
c,574,31,23,2,*
c,575,13,12,8,*
c,576,2,6,6,*
c,577,29,25,4,*
c,578,30,25,4,*
c,579,2,30,6,*
c,580,20,24,8,*
c,581,0,25,9,*
c,582,30,19,6,*
c,583,2,13,5,*
c,584,1,13,2,*
c,585,24,2,0,*
c,586,15,12,4,*
c,587,30,12,9,*
c,588,10,15,2,*
c,589,13,30,8,*
c,590,29,10,3,*
c,591,20,9,9,*
c,592,32,27,8,*
c,593,24,19,6,*
c,594,8,0,0,*
c,595,30,20,4,*
c,596,8,29,5,*
c,597,21,25,5,*
c,598,17,3,5,*
c,599,4,12,0,*
c,600,26,12,0,*
c,601,24,31,9,*
c,602,2,30,4,*
c,603,28,2,1,*
c,604,11,32,1,*
c,605,8,20,7,*
c,606,10,28,6,*
c,607,32,3,3,*
c,608,3,15,1,*
c,609,10,14,5,*
c,610,24,29,4,*
c,611,2,17,3,*
c,612,19,29,4,*
c,613,30,25,3,*
c,614,32,31,7,*
c,615,15,12,7,*
c,616,32,30,0,*
c,617,3,21,7,*
c,618,3,0,5,*
c,619,24,16,5,*
c,620,11,4,4,*
c,621,6,10,5,*
c,622,8,12,4,*
c,623,8,17,5,*
c,624,6,18,3,*
c,625,22,31,4,*
c,626,5,3,6,*
c,627,10,28,3,*
c,628,24,16,9,*
c,629,7,10,7,*
c,630,5,31,3,*
c,631,21,6,8,*
c,632,5,9,1,*
c,633,11,14,1,*
c,634,17,1,5,*
c,635,23,31,6,*
c,636,26,3,2,*
c,637,24,21,1,*
c,638,6,27,5,*
c,639,6,27,3,*
c,640,14,32,9,*
c,641,20,27,0,*
c,642,1,12,3,*
c,643,17,10,4,*
c,644,7,20,8,*
c,645,6,29,5,*
c,646,27,5,7,*
c,647,0,12,9,*
c,648,12,11,1,*
c,649,15,31,9,*
c,650,14,8,0,*
c,651,31,10,0,*
c,652,10,4,6,*
c,653,13,14,9,*
c,654,31,27,5,*
c,655,4,22,3,*
c,656,9,17,7,*
c,657,29,5,9,*
c,658,12,1,1,*
c,659,4,25,9,*
c,660,24,32,7,*
c,661,20,8,7,*
c,662,16,26,1,*
c,663,23,1,9,*
c,664,29,9,6,*
c,665,19,28,1,*
c,666,19,28,5,*
c,667,5,23,0,*
c,668,6,27,2,*
c,669,7,27,5,*
c,670,18,25,3,*
c,671,25,19,7,*
c,672,14,27,8,*
c,673,5,15,6,*
c,674,27,32,7,*
c,675,17,5,7,*
c,676,5,7,5,*
c,677,22,11,1,*
c,678,3,4,7,*
c,679,32,9,1,*
c,680,23,32,9,*
c,681,31,12,4,*
c,682,22,24,8,*
c,683,32,16,4,*
c,684,7,18,7,*
c,685,27,6,1,*
c,686,9,31,9,*
c,687,19,17,2,*
c,688,18,22,5,*
c,689,25,28,4,*
c,690,24,13,9,*
c,691,7,2,0,*
c,692,11,32,3,*
c,693,8,16,0,*
c,694,15,13,0,*
c,695,27,13,8,*
c,696,12,19,0,*
c,697,13,1,0,*
c,698,24,21,8,*
c,699,5,9,8,*
c,700,18,19,2,*
c,701,16,26,8,*
c,702,17,32,3,*
c,703,30,1,4,*
c,704,20,9,8,*
c,705,19,26,7,*
c,706,21,9,8,*
c,707,30,4,2,*
c,708,19,28,9,*
c,709,6,11,1,*
c,710,8,28,7,*
c,711,7,19,6,*
c,712,25,3,9,*
c,713,22,17,8,*
c,714,23,2,1,*
c,715,30,24,5,*
c,716,3,31,6,*
c,717,19,29,2,*
c,718,8,7,5,*
c,719,15,22,5,*
c,720,9,6,7,*
c,721,32,7,0,*
c,722,18,20,4,*
c,723,11,27,8,*
c,724,7,14,1,*
c,725,25,17,5,*
c,726,22,18,4,*
c,727,26,23,7,*
c,728,23,24,4,*
c,729,19,17,9,*
c,730,20,26,2,*
c,731,23,31,5,*
c,732,0,3,4,*
c,733,17,32,4,*
c,734,12,29,7,*
c,735,2,10,6,*
c,736,7,15,1,*
c,737,10,9,9,*
c,738,9,4,3,*
c,739,16,23,4,*
c,740,25,24,5,*
c,741,13,8,5,*
c,742,18,8,8,*
c,743,12,26,2,*
c,744,2,28,2,*
c,745,18,30,1,*
c,746,7,24,2,*
c,747,9,8,2,*
c,748,21,3,2,*
c,749,30,2,9,*
c,750,9,7,5,*
c,751,4,23,2,*
c,752,24,10,9,*
c,753,22,29,7,*
c,754,6,12,7,*
c,755,19,32,7,*
c,756,3,9,4,*
c,757,29,10,8,*
c,758,29,8,0,*
c,759,26,30,9,*
c,760,11,29,6,*
c,761,1,8,2,*
c,762,22,6,3,*
c,763,5,12,4,*
c,764,24,31,6,*
c,765,26,11,7,*
c,766,16,6,4,*
c,767,18,0,1,*
c,768,20,27,3,*
c,769,2,31,6,*
c,770,30,4,3,*
c,771,8,26,4,*
c,772,1,3,4,*
c,773,11,32,5,*
c,774,13,29,5,*
c,775,32,16,8,*
c,776,2,27,5,*
c,777,25,24,3,*
c,778,26,8,1,*
c,779,26,9,5,*
c,780,1,13,0,*
c,781,29,13,6,*
c,782,14,30,7,*
c,783,31,21,8,*
c,784,18,32,5,*
c,785,19,0,7,*
c,786,12,15,0,*
c,787,30,10,1,*
c,788,29,16,4,*
c,789,18,26,9,*
c,790,16,6,7,*
c,791,24,15,2,*
c,792,30,19,6,*
c,793,16,12,6,*
c,794,27,1,9,*
c,795,9,21,5,*
c,796,32,28,1,*
c,797,16,21,1,*
c,798,31,13,0,*
c,799,28,23,6,*
c,800,32,0,5,*
c,801,7,10,0,*
c,802,26,5,1,*
c,803,16,7,8,*
c,804,29,14,6,*
c,805,25,1,8,*
c,806,4,31,1,*
c,807,12,3,7,*
c,808,13,3,5,*
c,809,31,1,7,*
c,810,24,18,3,*
c,811,24,29,1,*
c,812,7,11,1,*
c,813,3,7,5,*
c,814,5,0,7,*
c,815,0,32,2,*
c,816,27,24,4,*
c,817,29,20,5,*
c,818,14,8,3,*
c,819,12,14,3,*
c,820,25,30,2,*
c,821,31,22,0,*
c,822,3,2,2,*
c,823,3,30,2,*
c,824,11,27,6,*
c,825,21,17,0,*
c,826,5,12,0,*
c,827,6,26,4,*
c,828,23,19,7,*
c,829,22,19,1,*
c,830,4,30,2,*
c,831,31,4,7,*
c,832,11,28,3,*
c,833,31,11,3,*
c,834,26,27,2,*
c,835,5,2,9,*
c,836,32,23,5,*
c,837,8,12,9,*
c,838,13,1,5,*
c,839,3,13,6,*
c,840,4,8,0,*
c,841,11,19,4,*
c,842,13,5,4,*
c,843,26,12,3,*
c,844,18,20,3,*
c,845,3,2,0,*
c,846,10,26,4,*
c,847,7,28,0,*
c,848,1,31,8,*
c,849,31,7,2,*
c,850,3,30,1,*
c,851,5,13,8,*
c,852,6,1,2,*
c,853,4,5,8,*
c,854,25,12,2,*
c,855,16,3,8,*
c,856,22,8,6,*
c,857,24,11,8,*
c,858,1,27,5,*
c,859,0,3,4,*
c,860,17,15,5,*
c,861,25,4,8,*
c,862,16,13,3,*
c,863,12,4,1,*
c,864,20,12,2,*
c,865,25,7,0,*
c,866,32,3,5,*
c,867,26,31,8,*
c,868,19,23,7,*
c,869,9,12,7,*
c,870,28,26,7,*
c,871,13,6,2,*
c,872,29,23,2,*
c,873,2,4,5,*
c,874,12,19,2,*
c,875,8,0,0,*
c,876,8,32,0,*
c,877,30,26,4,*
c,878,28,20,6,*
c,879,25,4,6,*
c,880,1,16,0,*
c,881,25,13,1,*
c,882,28,18,2,*
c,883,20,5,4,*
c,884,23,32,3,*
c,885,14,26,1,*
c,886,0,22,8,*
c,887,22,17,2,*
c,888,1,8,7,*
c,889,9,4,6,*
c,890,4,0,4,*
c,891,31,16,4,*
c,892,22,16,1,*
c,893,16,21,1,*
c,894,28,19,1,*
c,895,26,5,5,*
c,896,32,11,3,*
c,897,21,27,4,*
c,898,11,14,7,*
c,899,11,25,6,*
c,900,30,4,1,*
c,901,25,28,8,*
c,902,15,21,8,*
c,903,28,7,7,*
c,904,19,18,8,*
c,905,31,21,3,*
c,906,6,19,8,*
c,907,10,25,2,*
c,908,8,11,4,*
c,909,32,0,2,*
c,910,0,22,7,*
c,911,13,7,6,*
c,912,9,22,7,*
c,913,22,31,5,*
c,914,18,17,7,*
c,915,1,29,5,*
c,916,21,2,3,*
c,917,5,2,0,*
c,918,19,32,2,*
c,919,1,5,7,*
c,920,12,18,5,*
c,921,23,26,5,*
c,922,4,17,8,*
c,923,2,20,6,*
c,924,15,30,8,*
c,925,9,13,6,*
c,926,1,23,1,*
c,927,16,23,9,*
c,928,28,22,7,*
c,929,3,28,3,*
c,930,28,0,5,*
c,931,24,31,6,*
c,932,11,28,2,*
c,933,3,1,8,*
c,934,0,25,6,*
c,935,30,13,7,*
c,936,32,21,7,*
c,937,23,12,7,*
c,938,21,7,1,*
c,939,17,9,9,*
c,940,30,31,9,*
c,941,9,5,4,*
c,942,30,8,1,*
c,943,31,4,2,*
c,944,31,26,7,*
c,945,9,1,4,*
c,946,21,1,4,*
c,947,28,5,2,*
c,948,18,8,4,*
c,949,30,11,1,*
c,950,10,4,7,*
c,951,32,9,4,*
c,952,2,16,5,*
c,953,10,29,9,*
c,954,13,14,1,*
c,955,27,3,9,*
c,956,6,22,8,*
c,957,26,8,5,*
c,958,4,2,3,*
c,959,18,17,5,*
c,960,28,20,0,*
c,961,0,23,4,*
c,962,27,18,2,*
c,963,20,8,4,*
c,964,28,14,4,*
c,965,4,7,1,*
c,966,5,27,9,*
c,967,4,27,8,*
c,968,21,11,0,*
c,969,32,13,4,*
c,970,4,30,4,*
c,971,7,4,2,*
c,972,23,22,1,*
