10
i,0,25,0
i,1,50,0
i,2,125,0
i,3,150,0
i,4,25,25
i,5,75,25
i,6,100,25
i,7,125,25
i,8,150,25
i,9,50,50
i,10,75,50
i,11,125,50
i,12,175,50
i,13,0,75
i,14,25,75
i,15,50,75
i,16,75,75
i,17,150,75
i,18,0,100
i,19,100,100
i,20,0,125
i,21,25,125
i,22,100,125
i,23,50,150
i,24,125,150
i,25,175,150
i,26,0,175
i,27,25,175
i,28,50,175
i,29,75,175
i,30,125,175
i,31,150,175
i,32,175,175
r,64,18,21,1.839978048407509
r,65,21,18,1.839978048407509
r,66,20,21,1.6503566958433968
r,67,21,20,1.6503566958433968
r,68,19,22,1.7735836338706745
r,69,22,19,1.7735836338706745
r,70,21,22,1.0157784749236984
r,71,22,21,1.0157784749236984
r,72,21,23,1.1323323691420355
r,73,23,21,1.1323323691420355
r,74,22,24,1.9066159325787273
r,75,24,22,1.9066159325787273
r,76,23,24,1.0111026628668753
r,77,24,23,1.0111026628668753
r,78,22,25,1.0859525411322781
r,79,25,22,1.0859525411322781
r,80,24,25,1.3157172011558176
r,81,25,24,1.3157172011558176
r,82,23,26,1.4715640598161903
r,83,26,23,1.4715640598161903
r,84,23,27,1.563791692000121
r,85,27,23,1.563791692000121
r,86,26,27,1.1939750144901786
r,87,27,26,1.1939750144901786
r,88,23,28,1.493207595328911
r,89,28,23,1.493207595328911
r,90,27,28,1.4149516648906961
r,91,28,27,1.4149516648906961
r,92,23,29,1.6437030247129223
r,93,29,23,1.6437030247129223
r,94,28,29,1.1907007202107271
r,95,29,28,1.1907007202107271
r,96,24,30,1.1208590388214952
r,97,30,24,1.1208590388214952
r,98,29,30,1.81836317814981
r,99,30,29,1.81836317814981
r,100,24,31,1.120544292522096
r,101,31,24,1.120544292522096
r,102,30,31,1.4180966886237507
r,103,31,30,1.4180966886237507
r,104,25,32,1.7360999619454034
r,105,32,25,1.7360999619454034
r,106,31,32,1.1818470069571585
r,107,32,31,1.1818470069571585
c,0,19,8,8,*
c,1,17,25,2,*
c,2,18,21,4,*
c,3,30,17,3,*
c,4,0,29,7,*
c,5,31,13,5,*
c,6,23,20,8,*
c,7,23,17,3,*
c,8,6,20,5,*
c,9,23,26,7,*
c,10,13,3,2,*
c,11,14,23,9,*
c,12,23,21,8,*
c,13,30,9,7,*
c,14,28,24,1,*
c,15,3,17,1,*
c,16,30,32,5,*
c,17,20,1,7,*
c,18,30,24,8,*
c,19,26,31,5,*
c,20,13,20,9,*
c,21,2,23,1,*
c,22,8,26,3,*
c,23,28,22,1,*
c,24,7,10,0,*
c,25,31,25,6,*
c,26,29,15,0,*
c,27,4,10,3,*
c,28,2,7,8,*
c,29,4,32,4,*
c,30,21,5,9,*
c,31,3,25,3,*
c,32,27,25,1,*
c,33,3,31,2,*
c,34,7,11,9,*
c,35,4,11,9,*
c,36,22,2,7,*
c,37,3,31,0,*
c,38,2,9,7,*
c,39,9,19,9,*
c,40,25,2,7,*
c,41,4,22,9,*
c,42,25,22,4,*
c,43,4,21,9,*
c,44,28,10,9,*
c,45,14,4,0,*
c,46,32,22,9,*
c,47,6,26,1,*
c,48,4,16,4,*
c,49,19,15,5,*
c,50,13,12,6,*
c,51,23,24,3,*
c,52,30,8,4,*
c,53,29,8,8,*
c,54,26,22,1,*
c,55,16,30,4,*
c,56,19,1,8,*
c,57,21,20,1,*
c,58,5,1,9,*
c,59,17,29,8,*
c,60,7,6,0,*
c,61,31,29,1,*
c,62,14,29,8,*
c,63,3,17,1,*
c,64,13,12,4,*
c,65,21,32,1,*
c,66,18,6,5,*
c,67,14,5,6,*
c,68,9,21,1,*
c,69,0,7,4,*
c,70,16,8,7,*
c,71,27,10,3,*
c,72,1,7,4,*
c,73,14,30,4,*
c,74,14,16,9,*
c,75,32,5,9,*
c,76,23,12,3,*
c,77,13,1,9,*
c,78,25,6,1,*
c,79,18,2,9,*
c,80,11,23,0,*
c,81,24,4,7,*
c,82,16,24,9,*
c,83,11,23,8,*
c,84,31,7,5,*
c,85,22,10,2,*
c,86,23,13,4,*
c,87,16,24,6,*
c,88,16,21,5,*
c,89,11,27,9,*
c,90,30,2,0,*
c,91,29,8,6,*
c,92,1,11,9,*
c,93,16,25,9,*
c,94,27,4,4,*
c,95,21,6,7,*
c,96,31,9,3,*
c,97,29,23,4,*
c,98,21,13,6,*
c,99,3,30,5,*
c,100,0,1,3,*
c,101,19,23,7,*
c,102,30,32,6,*
c,103,10,24,7,*
c,104,8,3,9,*
c,105,27,30,2,*
c,106,3,15,0,*
c,107,30,2,9,*
c,108,4,2,7,*
c,109,5,24,4,*
c,110,27,9,8,*
c,111,11,18,8,*
c,112,7,25,3,*
c,113,21,24,0,*
c,114,15,31,8,*
c,115,18,1,7,*
c,116,27,13,5,*
c,117,26,2,1,*
c,118,5,16,4,*
c,119,27,0,6,*
c,120,19,5,3,*
c,121,5,17,3,*
c,122,12,8,8,*
c,123,9,27,3,*
c,124,4,5,7,*
c,125,25,9,2,*
c,126,27,18,8,*
c,127,9,24,5,*
c,128,3,29,2,*
c,129,20,25,4,*
c,130,12,30,1,*
c,131,10,22,9,*
c,132,31,24,7,*
c,133,25,31,2,*
c,134,23,1,9,*
c,135,31,19,4,*
c,136,23,15,3,*
c,137,0,30,4,*
c,138,4,8,2,*
c,139,13,22,0,*
c,140,4,17,1,*
c,141,16,26,6,*
c,142,6,30,9,*
c,143,23,30,6,*
c,144,28,32,7,*
c,145,14,30,7,*
c,146,22,20,0,*
c,147,22,28,9,*
c,148,2,29,4,*
c,149,21,27,6,*
c,150,20,8,6,*
c,151,15,9,3,*
c,152,26,16,3,*
c,153,13,23,5,*
c,154,30,4,0,*
c,155,16,2,1,*
c,156,17,20,4,*
c,157,29,1,2,*
c,158,16,11,8,*
c,159,4,14,6,*
c,160,31,9,0,*
c,161,28,29,0,*
c,162,30,11,6,*
c,163,7,14,8,*
c,164,14,19,6,*
c,165,12,18,1,*
c,166,1,17,1,*
c,167,7,29,8,*
c,168,23,11,3,*
c,169,1,18,6,*
c,170,24,0,2,*
c,171,20,12,2,*
c,172,29,14,9,*
c,173,13,4,4,*
c,174,12,8,3,*
c,175,7,30,8,*
c,176,5,2,4,*
c,177,18,31,7,*
c,178,23,21,1,*
c,179,32,23,5,*
c,180,24,22,9,*
c,181,30,3,4,*
c,182,18,2,3,*
c,183,24,19,3,*
c,184,5,26,9,*
c,185,28,8,5,*
c,186,15,4,8,*
c,187,9,26,7,*
c,188,5,31,9,*
c,189,3,7,5,*
c,190,6,12,4,*
c,191,29,0,0,*
c,192,3,6,0,*
c,193,23,18,6,*
c,194,1,0,0,*
c,195,6,20,1,*
c,196,7,15,0,*
c,197,22,26,2,*
c,198,31,24,2,*
c,199,12,24,2,*
c,200,12,27,8,*
c,201,4,22,6,*
c,202,21,10,2,*
c,203,2,21,4,*
c,204,9,29,0,*
c,205,11,16,4,*
c,206,7,9,6,*
c,207,2,24,9,*
c,208,28,9,2,*
c,209,2,12,6,*
c,210,20,22,4,*
c,211,18,23,4,*
c,212,24,18,2,*
c,213,28,19,6,*
c,214,27,18,2,*
c,215,5,25,3,*
c,216,15,26,0,*
c,217,5,14,6,*
c,218,18,24,8,*
c,219,16,12,9,*
c,220,7,9,3,*
c,221,6,4,4,*
c,222,15,8,9,*
c,223,29,7,2,*
c,224,11,32,6,*
c,225,5,18,3,*
c,226,29,21,7,*
c,227,23,9,6,*
c,228,2,19,1,*
c,229,19,23,4,*
c,230,31,25,1,*
c,231,5,23,0,*
c,232,5,9,2,*
c,233,28,26,7,*
c,234,9,27,1,*
c,235,29,27,8,*
c,236,7,29,3,*
c,237,26,1,2,*
c,238,1,27,3,*
c,239,24,18,2,*
c,240,14,0,6,*
c,241,19,2,3,*
c,242,26,19,2,*
c,243,1,28,0,*
c,244,18,9,4,*
c,245,7,1,4,*
c,246,23,30,1,*
c,247,28,30,6,*
c,248,1,6,5,*
c,249,24,9,5,*
c,250,1,32,1,*
c,251,7,17,1,*
c,252,0,17,1,*
c,253,18,3,2,*
c,254,29,7,9,*
c,255,24,7,5,*
c,256,5,31,8,*
c,257,15,8,6,*
c,258,28,10,5,*
c,259,26,4,6,*
c,260,17,4,4,*
c,261,29,21,5,*
c,262,31,8,1,*
c,263,11,23,0,*
c,264,16,9,6,*
c,265,22,0,5,*
c,266,32,28,6,*
c,267,0,13,6,*
c,268,9,23,9,*
c,269,19,9,0,*
c,270,22,13,8,*
c,271,22,27,8,*
c,272,17,19,0,*
c,273,30,10,5,*
c,274,14,0,8,*
c,275,10,17,7,*
c,276,19,23,8,*
c,277,15,18,8,*
c,278,17,7,8,*
c,279,8,26,3,*
c,280,13,17,5,*
c,281,26,23,2,*
c,282,29,27,4,*
c,283,1,8,8,*
c,284,7,14,9,*
c,285,17,28,5,*
c,286,1,19,9,*
c,287,4,16,0,*
c,288,5,32,7,*
c,289,27,21,8,*
c,290,9,6,4,*
c,291,2,14,6,*
c,292,7,11,5,*
c,293,26,3,6,*
c,294,18,28,4,*
c,295,14,3,0,*
c,296,19,8,3,*
c,297,15,20,1,*
c,298,24,7,0,*
c,299,20,17,7,*
c,300,25,20,6,*
c,301,3,29,6,*
c,302,22,32,6,*
c,303,17,20,4,*
c,304,19,16,2,*
c,305,2,6,4,*
c,306,4,3,7,*
c,307,17,19,6,*
c,308,23,26,8,*
c,309,3,16,3,*
c,310,25,8,7,*
c,311,13,14,4,*
c,312,17,15,0,*
c,313,5,32,3,*
c,314,24,32,6,*
c,315,9,27,6,*
c,316,14,7,6,*
c,317,26,16,2,*
c,318,16,10,4,*
c,319,9,23,0,*
c,320,22,18,8,*
c,321,22,30,5,*
c,322,15,24,5,*
c,323,13,20,3,*
c,324,23,27,0,*
c,325,7,8,0,*
c,326,18,14,0,*
c,327,30,6,4,*
c,328,3,11,2,*
c,329,18,6,8,*
c,330,7,15,6,*
c,331,20,29,6,*
c,332,17,10,3,*
c,333,3,9,3,*
c,334,27,24,6,*
c,335,6,18,7,*
c,336,9,0,7,*
c,337,16,2,2,*
c,338,18,8,8,*
c,339,8,24,9,*
c,340,3,32,0,*
c,341,19,3,1,*
c,342,1,27,8,*
c,343,0,27,4,*
c,344,22,11,6,*
c,345,27,4,4,*
c,346,15,26,4,*
c,347,2,16,2,*
c,348,28,3,5,*
c,349,31,11,9,*
c,350,16,30,3,*
c,351,18,23,5,*
c,352,3,25,1,*
c,353,28,9,1,*
c,354,31,18,2,*
c,355,22,18,5,*
c,356,32,18,2,*
c,357,2,22,2,*
c,358,32,7,4,*
c,359,22,3,1,*
c,360,31,26,7,*
c,361,3,0,3,*
c,362,9,4,6,*
c,363,24,11,4,*
c,364,9,20,7,*
c,365,27,30,4,*
c,366,4,18,8,*
c,367,23,20,0,*
c,368,28,32,8,*
c,369,19,6,1,*
c,370,12,3,4,*
c,371,5,11,6,*
c,372,15,19,4,*
c,373,24,9,2,*
c,374,26,10,9,*
c,375,29,30,7,*
c,376,27,6,9,*
c,377,28,9,6,*
c,378,14,7,9,*
c,379,25,26,9,*
c,380,26,30,5,*
c,381,26,12,8,*
c,382,22,11,8,*
c,383,29,27,5,*
c,384,17,18,6,*
c,385,0,19,7,*
c,386,20,15,4,*
c,387,6,0,7,*
c,388,20,13,4,*
c,389,32,23,2,*
c,390,3,12,8,*
c,391,9,16,3,*
c,392,2,18,9,*
c,393,31,27,0,*
c,394,12,26,7,*
c,395,8,11,9,*
c,396,8,0,9,*
c,397,29,17,2,*
c,398,0,5,2,*
c,399,23,3,6,*
c,400,31,29,9,*
c,401,17,20,0,*
c,402,21,11,6,*
c,403,20,25,3,*
c,404,29,10,2,*
c,405,32,20,4,*
c,406,21,4,1,*
c,407,20,19,0,*
c,408,26,0,5,*
c,409,7,19,1,*
c,410,15,20,6,*
c,411,22,5,7,*
c,412,27,10,1,*
c,413,14,22,3,*
c,414,25,28,0,*
c,415,19,28,9,*
c,416,28,27,3,*
c,417,14,16,0,*
c,418,3,30,3,*
c,419,17,27,4,*
c,420,13,14,6,*
c,421,24,21,3,*
c,422,11,1,4,*
c,423,16,14,2,*
c,424,4,17,1,*
c,425,28,19,8,*
c,426,25,8,5,*
c,427,3,29,5,*
c,428,17,23,6,*
c,429,10,19,6,*
c,430,27,31,7,*
c,431,15,32,5,*
c,432,14,21,5,*
c,433,27,28,6,*
c,434,31,15,4,*
c,435,31,17,8,*
c,436,27,3,9,*
c,437,7,25,9,*
c,438,24,18,7,*
c,439,18,24,1,*
c,440,28,31,5,*
c,441,10,4,5,*
c,442,28,2,8,*
c,443,3,4,1,*
c,444,10,28,9,*
c,445,24,11,6,*
c,446,16,19,6,*
c,447,2,13,9,*
c,448,31,27,9,*
c,449,15,7,5,*
c,450,10,24,4,*
c,451,19,31,8,*
c,452,7,8,7,*
c,453,9,11,0,*
c,454,1,13,3,*
c,455,19,29,7,*
c,456,12,16,5,*
c,457,23,7,2,*
c,458,9,16,4,*
c,459,1,24,2,*
c,460,6,30,9,*
c,461,20,21,6,*
c,462,13,26,6,*
c,463,12,7,4,*
c,464,0,14,0,*
c,465,22,8,8,*
c,466,11,19,4,*
c,467,26,20,5,*
c,468,4,14,8,*
c,469,16,17,3,*
c,470,27,9,8,*
c,471,30,15,6,*
c,472,16,32,5,*
c,473,20,2,4,*
c,474,32,13,0,*
c,475,29,0,7,*
c,476,19,6,4,*
c,477,15,7,0,*
c,478,19,0,6,*
c,479,2,15,2,*
c,480,1,18,9,*
c,481,20,30,9,*
c,482,22,16,3,*
c,483,16,31,2,*
c,484,23,31,7,*
c,485,23,7,8,*
c,486,15,19,4,*
c,487,24,31,8,*
c,488,7,30,5,*
c,489,20,6,2,*
c,490,18,4,1,*
c,491,6,19,9,*
c,492,19,15,8,*
c,493,14,20,7,*
c,494,22,3,8,*
c,495,21,0,2,*
c,496,14,0,0,*
c,497,5,6,2,*
c,498,12,17,3,*
c,499,31,16,7,*
c,500,12,5,5,*
c,501,17,11,9,*
c,502,2,25,7,*
c,503,30,29,5,*
c,504,26,22,5,*
c,505,23,27,0,*
c,506,5,14,6,*
c,507,30,29,9,*
c,508,15,5,3,*
c,509,22,21,5,*
c,510,22,21,9,*
c,511,14,19,7,*
c,512,21,32,5,*
c,513,24,17,8,*
c,514,21,25,1,*
c,515,32,6,1,*
c,516,17,32,1,*
c,517,29,15,5,*
c,518,23,17,6,*
c,519,27,16,2,*
c,520,29,31,3,*
c,521,29,12,7,*
c,522,10,19,2,*
c,523,26,12,8,*
c,524,5,2,2,*
c,525,9,15,0,*
c,526,3,12,3,*
c,527,6,5,8,*
c,528,9,23,9,*
c,529,15,26,9,*
c,530,4,22,0,*
c,531,30,4,9,*
c,532,0,15,1,*
c,533,13,3,1,*
c,534,22,5,6,*
c,535,28,19,9,*
c,536,16,13,5,*
c,537,13,29,6,*
c,538,11,23,4,*
c,539,2,5,9,*
c,540,28,2,3,*
c,541,12,21,6,*
c,542,5,20,9,*
c,543,5,11,4,*
c,544,0,18,1,*
c,545,5,26,2,*
c,546,3,10,2,*
c,547,13,17,1,*
c,548,11,30,7,*
c,549,32,10,6,*
c,550,27,25,4,*
c,551,10,25,1,*
c,552,21,12,9,*
c,553,26,20,2,*
c,554,11,16,7,*
c,555,26,22,7,*
c,556,7,23,4,*
c,557,2,8,2,*
c,558,17,11,1,*
c,559,9,20,3,*
c,560,12,13,7,*
c,561,10,15,3,*
c,562,19,2,1,*
c,563,27,10,1,*
c,564,20,15,4,*
c,565,31,16,9,*
c,566,26,0,2,*
c,567,19,30,1,*
c,568,26,25,7,*
c,569,0,11,9,*
c,570,0,2,1,*
c,571,13,11,4,*
c,572,11,12,1,*
c,573,12,22,5,*
c,574,5,6,8,*
c,575,25,23,9,*
c,576,16,6,1,*
c,577,4,0,7,*
c,578,11,21,7,*
c,579,30,25,0,*
c,580,0,19,6,*
c,581,12,31,8,*
c,582,6,28,6,*
c,583,13,2,6,*
c,584,6,20,3,*
c,585,1,18,4,*
c,586,23,19,1,*
c,587,2,3,8,*
c,588,18,25,3,*
c,589,30,18,6,*
c,590,23,29,9,*
c,591,20,21,2,*
c,592,32,21,4,*
c,593,20,7,7,*
c,594,13,27,9,*
c,595,23,22,6,*
c,596,0,20,6,*
c,597,23,27,0,*
c,598,8,2,9,*
c,599,22,12,5,*
c,600,18,22,0,*
c,601,25,17,5,*
c,602,18,10,9,*
c,603,9,4,5,*
c,604,13,23,6,*
c,605,0,23,0,*
c,606,29,5,5,*
c,607,31,3,2,*
c,608,18,27,8,*
c,609,22,8,1,*
c,610,23,14,8,*
c,611,5,17,3,*
c,612,27,5,6,*
c,613,19,11,5,*
c,614,24,9,5,*
c,615,12,7,5,*
c,616,10,22,1,*
c,617,16,18,8,*
c,618,4,25,9,*
c,619,23,1,1,*
c,620,20,4,8,*
c,621,28,27,1,*
c,622,17,27,5,*
c,623,12,2,9,*
c,624,2,14,6,*
c,625,0,4,1,*
c,626,11,6,3,*
c,627,27,29,9,*
c,628,24,28,3,*
c,629,8,25,2,*
c,630,21,6,1,*
c,631,31,6,2,*
c,632,8,10,2,*
c,633,30,29,3,*
c,634,16,32,6,*
c,635,30,24,6,*
c,636,2,32,6,*
c,637,14,12,6,*
c,638,7,26,8,*
c,639,17,18,9,*
c,640,31,0,8,*
c,641,9,0,9,*
c,642,6,11,0,*
c,643,1,7,3,*
c,644,17,30,9,*
c,645,8,11,1,*
c,646,10,5,6,*
c,647,7,14,4,*
c,648,26,31,3,*
c,649,16,3,7,*
c,650,30,6,5,*
c,651,15,19,8,*
c,652,9,22,2,*
c,653,1,28,6,*
c,654,17,8,6,*
c,655,21,10,8,*
c,656,32,28,7,*
c,657,5,8,9,*
c,658,29,26,6,*
c,659,14,5,4,*
c,660,10,2,8,*
c,661,31,30,0,*
c,662,24,17,1,*
c,663,20,23,5,*
c,664,10,30,0,*
c,665,7,28,7,*
c,666,25,13,4,*
c,667,4,19,2,*
c,668,16,6,1,*
c,669,16,14,5,*
c,670,8,26,5,*
c,671,16,30,0,*
c,672,8,29,0,*
c,673,28,9,4,*
c,674,4,7,4,*
c,675,7,21,5,*
c,676,21,23,1,*
c,677,6,23,8,*
c,678,7,18,2,*
c,679,5,32,4,*
c,680,8,2,3,*
c,681,31,20,9,*
c,682,9,3,3,*
c,683,14,11,1,*
c,684,16,10,3,*
c,685,17,6,2,*
c,686,21,4,0,*
c,687,10,32,4,*
c,688,18,22,6,*
c,689,22,6,4,*
c,690,30,27,9,*
c,691,25,0,8,*
c,692,21,2,3,*
c,693,13,25,6,*
c,694,14,27,6,*
c,695,20,18,1,*
c,696,8,28,5,*
c,697,16,12,8,*
c,698,2,19,6,*
c,699,29,8,1,*
c,700,3,15,0,*
c,701,31,28,3,*
c,702,17,15,3,*
c,703,20,30,9,*
c,704,5,3,1,*
c,705,20,29,9,*
c,706,32,8,8,*
c,707,15,32,1,*
c,708,11,28,9,*
c,709,14,15,1,*
c,710,15,17,6,*
c,711,10,22,7,*
c,712,13,20,3,*
c,713,28,0,4,*
c,714,5,8,6,*
c,715,3,16,2,*
c,716,23,25,9,*
c,717,5,2,1,*
c,718,22,4,2,*
c,719,32,31,4,*
c,720,27,8,1,*
c,721,31,14,8,*
c,722,6,13,6,*
c,723,10,26,3,*
c,724,1,17,0,*
c,725,23,28,7,*
c,726,22,23,0,*
c,727,15,29,6,*
c,728,14,28,1,*
c,729,24,17,5,*
c,730,23,15,0,*
c,731,0,2,2,*
c,732,6,1,4,*
c,733,1,9,4,*
c,734,9,14,1,*
c,735,25,4,0,*
c,736,21,7,6,*
c,737,4,30,3,*
c,738,7,25,1,*
c,739,27,21,2,*
c,740,21,2,6,*
c,741,29,31,1,*
c,742,29,12,9,*
c,743,26,11,1,*
c,744,5,11,8,*
c,745,12,26,5,*
c,746,8,16,3,*
c,747,31,30,1,*
c,748,11,24,7,*
c,749,17,12,9,*
c,750,13,32,3,*
c,751,2,17,5,*
c,752,20,17,8,*
c,753,3,1,7,*
c,754,11,14,4,*
c,755,19,1,7,*
c,756,20,10,4,*
c,757,5,18,5,*
c,758,20,9,7,*
c,759,10,32,9,*
c,760,24,18,9,*
c,761,4,13,1,*
c,762,31,8,2,*
c,763,9,32,2,*
c,764,22,16,1,*
c,765,15,24,4,*
c,766,7,12,2,*
c,767,21,18,1,*
c,768,26,29,2,*
c,769,27,21,6,*
c,770,6,14,0,*
c,771,7,14,2,*
c,772,10,16,8,*
c,773,32,18,8,*
c,774,8,12,5,*
c,775,12,4,4,*
c,776,13,19,6,*
c,777,21,23,5,*
c,778,4,28,0,*
c,779,5,6,9,*
c,780,8,21,0,*
c,781,25,0,9,*
c,782,10,21,0,*
c,783,9,26,1,*
c,784,11,13,9,*
c,785,17,22,4,*
c,786,10,14,4,*
c,787,27,17,5,*
c,788,2,18,1,*
c,789,31,32,7,*
c,790,20,21,6,*
c,791,19,12,8,*
c,792,1,5,6,*
c,793,12,20,4,*
c,794,23,28,0,*
c,795,7,3,1,*
c,796,8,31,0,*
c,797,17,8,6,*
c,798,32,12,3,*
c,799,29,9,3,*
c,800,5,6,6,*
c,801,26,23,5,*
c,802,22,11,3,*
c,803,12,22,0,*
c,804,11,26,6,*
c,805,20,32,5,*
c,806,27,32,4,*
c,807,14,19,4,*
c,808,12,29,6,*
c,809,22,7,8,*
c,810,16,21,7,*
c,811,5,8,6,*
c,812,2,3,5,*
c,813,6,27,7,*
c,814,24,13,5,*
c,815,1,17,2,*
c,816,6,14,7,*
c,817,19,5,0,*
c,818,22,23,8,*
c,819,11,27,4,*
c,820,8,10,6,*
c,821,11,8,1,*
c,822,19,15,1,*
c,823,16,10,5,*
c,824,0,20,3,*
c,825,23,7,9,*
c,826,6,22,6,*
c,827,28,21,2,*
c,828,2,6,6,*
c,829,31,19,2,*
c,830,32,31,6,*
c,831,29,8,2,*
c,832,8,5,7,*
c,833,26,6,1,*
c,834,1,26,2,*
c,835,1,27,7,*
c,836,0,27,5,*
c,837,21,5,5,*
c,838,7,30,5,*
c,839,5,4,6,*
c,840,20,29,1,*
c,841,1,20,2,*
c,842,5,18,9,*
c,843,13,0,3,*
c,844,9,26,1,*
c,845,0,8,9,*
c,846,1,26,6,*
c,847,17,4,1,*
c,848,32,24,1,*
c,849,21,8,3,*
c,850,28,0,8,*
c,851,3,15,8,*
c,852,1,4,7,*
c,853,32,30,3,*
c,854,23,17,2,*
c,855,10,32,2,*
c,856,23,10,6,*
c,857,26,5,9,*
c,858,27,5,7,*
c,859,2,16,0,*
c,860,21,30,2,*
c,861,28,19,0,*
c,862,18,11,9,*
c,863,27,8,8,*
c,864,1,4,3,*
c,865,4,10,7,*
c,866,6,1,3,*
c,867,31,10,5,*
c,868,8,23,0,*
c,869,5,27,5,*
c,870,7,32,9,*
c,871,29,2,2,*
c,872,2,15,8,*
c,873,9,29,9,*
c,874,29,17,8,*
c,875,24,0,8,*
c,876,23,12,5,*
c,877,12,4,3,*
c,878,24,27,8,*
c,879,31,4,3,*
c,880,19,29,4,*
c,881,22,13,4,*
c,882,20,5,1,*
c,883,26,21,9,*
c,884,12,15,5,*
c,885,6,13,4,*
c,886,0,2,3,*
c,887,6,15,6,*
c,888,15,3,0,*
c,889,30,16,7,*
c,890,6,4,7,*
c,891,17,4,5,*
c,892,23,5,5,*
c,893,16,8,6,*
c,894,30,15,5,*
c,895,14,12,4,*
c,896,23,1,3,*
c,897,27,12,3,*
c,898,30,6,5,*
c,899,30,4,0,*
c,900,28,14,8,*
c,901,0,17,7,*
c,902,8,32,1,*
c,903,14,0,8,*
c,904,30,27,7,*
c,905,20,13,6,*
c,906,2,19,4,*
c,907,12,21,0,*
c,908,15,7,0,*
c,909,11,7,7,*
c,910,2,29,7,*
c,911,11,26,9,*
c,912,29,26,5,*
c,913,10,7,4,*
c,914,28,31,0,*
c,915,26,31,0,*
c,916,0,29,7,*
c,917,19,21,1,*
c,918,5,9,2,*
c,919,30,16,3,*
c,920,3,22,2,*
c,921,20,16,7,*
c,922,10,18,3,*
c,923,18,0,8,*
c,924,19,23,9,*
c,925,7,29,7,*
c,926,32,27,7,*
c,927,28,1,4,*
c,928,15,6,6,*
c,929,15,22,2,*
c,930,10,4,6,*
c,931,19,32,6,*
c,932,12,25,4,*
c,933,22,13,8,*
c,934,22,3,0,*
c,935,26,32,5,*
c,936,14,21,8,*
c,937,13,18,9,*
c,938,31,29,1,*
c,939,15,20,6,*
c,940,10,18,7,*
c,941,25,17,4,*
c,942,8,16,6,*
c,943,0,18,4,*
c,944,32,31,3,*
c,945,15,10,4,*
c,946,32,18,0,*
c,947,31,13,3,*
c,948,7,31,6,*
c,949,22,4,7,*
c,950,4,22,1,*
c,951,4,13,7,*
c,952,23,28,5,*
c,953,2,28,7,*
c,954,8,2,3,*
c,955,25,10,3,*
c,956,13,32,2,*
c,957,19,7,2,*
c,958,5,11,7,*
c,959,5,12,5,*
c,960,28,19,1,*
c,961,16,29,6,*
c,962,22,26,6,*
c,963,9,13,4,*
c,964,20,24,8,*
c,965,24,23,6,*
c,966,17,30,6,*
c,967,6,18,8,*
c,968,20,0,7,*
c,969,31,24,6,*
c,970,9,15,5,*
