S 32 32
A 0 31 47 | 10 0 0 10 | 10 0 0 10
A 1 1 37 | 10 0 0 10 | 10 0 0 10
A 1 3 20 | 10 0 0 10 | 10 0 0 10
A 1 5 90 | 10 0 0 10 | 10 0 0 10
A 1 5 41 | 10 0 0 10 | 10 0 0 10
A 1 6 27 | 10 0 0 10 | 10 0 0 10
A 1 7 38 | 10 0 0 10 | 10 0 0 10
A 1 7 18 | 10 0 0 10 | 10 0 0 10
A 1 7 14 | 10 0 0 10 | 10 0 0 10
A 1 9 60 | 10 0 0 10 | 10 0 0 10
A 1 9 71 | 10 0 0 10 | 10 0 0 10
A 1 10 66 | 10 0 0 10 | 10 0 0 10
A 1 11 0 | 10 0 0 10 | 10 0 0 10
A 1 13 21 | 10 0 0 10 | 10 0 0 10
A 1 15 95 | 10 0 0 10 | 10 0 0 10
A 1 15 92 | 10 0 0 10 | 10 0 0 10
A 1 16 64 | 10 0 0 10 | 10 0 0 10
A 1 16 33 | 10 0 0 10 | 10 0 0 10
A 1 18 14 | 10 0 0 10 | 10 0 0 10
A 1 20 58 | 10 0 0 10 | 10 0 0 10
A 1 21 43 | 10 0 0 10 | 10 0 0 10
A 1 22 84 | 10 0 0 10 | 10 0 0 10
A 1 23 62 | 10 0 0 10 | 10 0 0 10
A 1 24 0 | 10 0 0 10 | 10 0 0 10
A 1 24 24 | 10 0 0 10 | 10 0 0 10
A 1 25 14 | 10 0 0 10 | 10 0 0 10
A 1 28 25 | 10 0 0 10 | 10 0 0 10
A 1 28 42 | 10 0 0 10 | 10 0 0 10
A 1 28 75 | 10 0 0 10 | 10 0 0 10
A 1 29 13 | 10 0 0 10 | 10 0 0 10
A 1 29 83 | 10 0 0 10 | 10 0 0 10
A 1 29 90 | 10 0 0 10 | 10 0 0 10
A 1 30 73 | 10 0 0 10 | 10 0 0 10
A 2 0 96 | 10 0 0 10 | 10 0 0 10
A 2 0 21 | 10 0 0 10 | 10 0 0 10
A 2 2 62 | 10 0 0 10 | 10 0 0 10
A 2 3 95 | 10 0 0 10 | 10 0 0 10
A 2 6 56 | 10 0 0 10 | 10 0 0 10
A 2 7 42 | 10 0 0 10 | 10 0 0 10
A 2 9 46 | 10 0 0 10 | 10 0 0 10
A 2 10 48 | 10 0 0 10 | 10 0 0 10
A 2 11 34 | 10 0 0 10 | 10 0 0 10
A 2 12 35 | 10 0 0 10 | 10 0 0 10
A 2 13 43 | 10 0 0 10 | 10 0 0 10
A 2 14 18 | 10 0 0 10 | 10 0 0 10
A 2 15 49 | 10 0 0 10 | 10 0 0 10
A 2 16 75 | 10 0 0 10 | 10 0 0 10
A 2 17 87 | 10 0 0 10 | 10 0 0 10
A 2 19 77 | 10 0 0 10 | 10 0 0 10
A 2 20 52 | 10 0 0 10 | 10 0 0 10
A 2 20 12 | 10 0 0 10 | 10 0 0 10
A 2 21 99 | 10 0 0 10 | 10 0 0 10
A 2 21 60 | 10 0 0 10 | 10 0 0 10
A 2 22 48 | 10 0 0 10 | 10 0 0 10
A 2 23 83 | 10 0 0 10 | 10 0 0 10
A 2 25 11 | 10 0 0 10 | 10 0 0 10
A 2 27 74 | 10 0 0 10 | 10 0 0 10
A 2 28 19 | 10 0 0 10 | 10 0 0 10
A 2 28 68 | 10 0 0 10 | 10 0 0 10
A 2 29 40 | 10 0 0 10 | 10 0 0 10
A 2 29 3 | 10 0 0 10 | 10 0 0 10
A 2 30 10 | 10 0 0 10 | 10 0 0 10
A 2 31 36 | 10 0 0 10 | 10 0 0 10
A 3 0 84 | 10 0 0 10 | 10 0 0 10
A 3 4 4 | 10 0 0 10 | 10 0 0 10
A 3 4 75 | 10 0 0 10 | 10 0 0 10
A 3 5 90 | 10 0 0 10 | 10 0 0 10
A 3 6 81 | 10 0 0 10 | 10 0 0 10
A 3 9 82 | 10 0 0 10 | 10 0 0 10
A 3 9 37 | 10 0 0 10 | 10 0 0 10
A 3 11 21 | 10 0 0 10 | 10 0 0 10
A 3 13 66 | 10 0 0 10 | 10 0 0 10
A 3 13 8 | 10 0 0 10 | 10 0 0 10
A 3 14 44 | 10 0 0 10 | 10 0 0 10
A 3 14 29 | 10 0 0 10 | 10 0 0 10
A 3 17 49 | 10 0 0 10 | 10 0 0 10
A 3 18 77 | 10 0 0 10 | 10 0 0 10
A 3 18 32 | 10 0 0 10 | 10 0 0 10
A 3 19 83 | 10 0 0 10 | 10 0 0 10
A 3 20 11 | 10 0 0 10 | 10 0 0 10
A 3 20 32 | 10 0 0 10 | 10 0 0 10
A 3 23 49 | 10 0 0 10 | 10 0 0 10
A 3 23 5 | 10 0 0 10 | 10 0 0 10
A 3 24 85 | 10 0 0 10 | 10 0 0 10
A 3 24 52 | 10 0 0 10 | 10 0 0 10
A 3 25 77 | 10 0 0 10 | 10 0 0 10
A 3 26 14 | 10 0 0 10 | 10 0 0 10
A 3 26 68 | 10 0 0 10 | 10 0 0 10
A 3 26 46 | 10 0 0 10 | 10 0 0 10
A 3 27 82 | 10 0 0 10 | 10 0 0 10
A 3 28 87 | 10 0 0 10 | 10 0 0 10
A 3 29 88 | 10 0 0 10 | 10 0 0 10
A 3 30 67 | 10 0 0 10 | 10 0 0 10
A 3 30 41 | 10 0 0 10 | 10 0 0 10
A 3 31 62 | 10 0 0 10 | 10 0 0 10
A 4 1 55 | 10 0 0 10 | 10 0 0 10
A 4 3 5 | 10 0 0 10 | 10 0 0 10
A 4 4 32 | 10 0 0 10 | 10 0 0 10
A 4 4 26 | 10 0 0 10 | 10 0 0 10
A 4 7 80 | 10 0 0 10 | 10 0 0 10
A 4 8 25 | 10 0 0 10 | 10 0 0 10
A 4 8 48 | 10 0 0 10 | 10 0 0 10
A 4 9 30 | 10 0 0 10 | 10 0 0 10
A 4 11 25 | 10 0 0 10 | 10 0 0 10
A 4 12 49 | 10 0 0 10 | 10 0 0 10
A 4 14 23 | 10 0 0 10 | 10 0 0 10
A 4 14 23 | 10 0 0 10 | 10 0 0 10
A 4 15 75 | 10 0 0 10 | 10 0 0 10
A 4 16 32 | 10 0 0 10 | 10 0 0 10
A 4 17 55 | 10 0 0 10 | 10 0 0 10
A 4 18 76 | 10 0 0 10 | 10 0 0 10
A 4 18 19 | 10 0 0 10 | 10 0 0 10
A 4 18 35 | 10 0 0 10 | 10 0 0 10
A 4 19 15 | 10 0 0 10 | 10 0 0 10
A 4 19 70 | 10 0 0 10 | 10 0 0 10
A 4 19 68 | 10 0 0 10 | 10 0 0 10
A 4 22 89 | 10 0 0 10 | 10 0 0 10
A 4 22 69 | 10 0 0 10 | 10 0 0 10
A 4 22 51 | 10 0 0 10 | 10 0 0 10
A 4 24 82 | 10 0 0 10 | 10 0 0 10
A 4 24 46 | 10 0 0 10 | 10 0 0 10
A 4 25 33 | 10 0 0 10 | 10 0 0 10
A 4 26 98 | 10 0 0 10 | 10 0 0 10
A 4 27 69 | 10 0 0 10 | 10 0 0 10
A 4 27 43 | 10 0 0 10 | 10 0 0 10
A 4 29 56 | 10 0 0 10 | 10 0 0 10
A 4 29 56 | 10 0 0 10 | 10 0 0 10
A 4 31 4 | 10 0 0 10 | 10 0 0 10
A 4 31 60 | 10 0 0 10 | 10 0 0 10
A 4 31 10 | 10 0 0 10 | 10 0 0 10
A 5 0 33 | 10 0 0 10 | 10 0 0 10
A 5 1 52 | 10 0 0 10 | 10 0 0 10
A 5 1 20 | 10 0 0 10 | 10 0 0 10
A 5 1 62 | 10 0 0 10 | 10 0 0 10
A 5 3 20 | 10 0 0 10 | 10 0 0 10
A 5 4 30 | 10 0 0 10 | 10 0 0 10
A 5 4 74 | 10 0 0 10 | 10 0 0 10
A 5 4 84 | 10 0 0 10 | 10 0 0 10
A 5 4 49 | 10 0 0 10 | 10 0 0 10
A 5 6 67 | 10 0 0 10 | 10 0 0 10
A 5 8 87 | 10 0 0 10 | 10 0 0 10
A 5 10 15 | 10 0 0 10 | 10 0 0 10
A 5 11 13 | 10 0 0 10 | 10 0 0 10
A 5 12 53 | 10 0 0 10 | 10 0 0 10
A 5 14 59 | 10 0 0 10 | 10 0 0 10
A 5 16 86 | 10 0 0 10 | 10 0 0 10
A 5 17 32 | 10 0 0 10 | 10 0 0 10
A 5 18 35 | 10 0 0 10 | 10 0 0 10
A 5 19 60 | 10 0 0 10 | 10 0 0 10
A 5 19 70 | 10 0 0 10 | 10 0 0 10
A 5 19 69 | 10 0 0 10 | 10 0 0 10
A 5 20 55 | 10 0 0 10 | 10 0 0 10
A 5 21 49 | 10 0 0 10 | 10 0 0 10
A 5 22 56 | 10 0 0 10 | 10 0 0 10
A 5 22 11 | 10 0 0 10 | 10 0 0 10
A 5 22 41 | 10 0 0 10 | 10 0 0 10
A 5 23 56 | 10 0 0 10 | 10 0 0 10
A 5 24 70 | 10 0 0 10 | 10 0 0 10
A 5 25 46 | 10 0 0 10 | 10 0 0 10
A 5 25 16 | 10 0 0 10 | 10 0 0 10
A 5 25 4 | 10 0 0 10 | 10 0 0 10
A 5 28 93 | 10 0 0 10 | 10 0 0 10
A 5 30 54 | 10 0 0 10 | 10 0 0 10
A 6 0 52 | 10 0 0 10 | 10 0 0 10
A 6 0 9 | 10 0 0 10 | 10 0 0 10
A 6 1 74 | 10 0 0 10 | 10 0 0 10
A 6 3 75 | 10 0 0 10 | 10 0 0 10
A 6 4 14 | 10 0 0 10 | 10 0 0 10
A 6 5 3 | 10 0 0 10 | 10 0 0 10
A 6 7 71 | 10 0 0 10 | 10 0 0 10
A 6 8 19 | 10 0 0 10 | 10 0 0 10
A 6 9 24 | 10 0 0 10 | 10 0 0 10
A 6 10 59 | 10 0 0 10 | 10 0 0 10
A 6 10 99 | 10 0 0 10 | 10 0 0 10
A 6 11 13 | 10 0 0 10 | 10 0 0 10
A 6 11 13 | 10 0 0 10 | 10 0 0 10
A 6 13 34 | 10 0 0 10 | 10 0 0 10
A 6 13 93 | 10 0 0 10 | 10 0 0 10
A 6 15 83 | 10 0 0 10 | 10 0 0 10
A 6 16 2 | 10 0 0 10 | 10 0 0 10
A 6 17 83 | 10 0 0 10 | 10 0 0 10
A 6 18 71 | 10 0 0 10 | 10 0 0 10
A 6 18 27 | 10 0 0 10 | 10 0 0 10
A 6 18 91 | 10 0 0 10 | 10 0 0 10
A 6 19 75 | 10 0 0 10 | 10 0 0 10
A 6 19 6 | 10 0 0 10 | 10 0 0 10
A 6 21 9 | 10 0 0 10 | 10 0 0 10
A 6 21 84 | 10 0 0 10 | 10 0 0 10
A 6 25 10 | 10 0 0 10 | 10 0 0 10
A 6 26 37 | 10 0 0 10 | 10 0 0 10
A 6 27 21 | 10 0 0 10 | 10 0 0 10
A 6 29 97 | 10 0 0 10 | 10 0 0 10
A 6 30 16 | 10 0 0 10 | 10 0 0 10
A 6 31 39 | 10 0 0 10 | 10 0 0 10
A 7 3 96 | 10 0 0 10 | 10 0 0 10
A 7 5 74 | 10 0 0 10 | 10 0 0 10
A 7 6 53 | 10 0 0 10 | 10 0 0 10
A 7 6 99 | 10 0 0 10 | 10 0 0 10
A 7 7 34 | 10 0 0 10 | 10 0 0 10
A 7 7 77 | 10 0 0 10 | 10 0 0 10
A 7 8 83 | 10 0 0 10 | 10 0 0 10
A 7 8 16 | 10 0 0 10 | 10 0 0 10
A 7 8 23 | 10 0 0 10 | 10 0 0 10
A 7 9 53 | 10 0 0 10 | 10 0 0 10
A 7 9 58 | 10 0 0 10 | 10 0 0 10
A 7 10 83 | 10 0 0 10 | 10 0 0 10
A 7 11 58 | 10 0 0 10 | 10 0 0 10
A 7 12 28 | 10 0 0 10 | 10 0 0 10
A 7 12 4 | 10 0 0 10 | 10 0 0 10
A 7 13 10 | 10 0 0 10 | 10 0 0 10
A 7 15 21 | 10 0 0 10 | 10 0 0 10
A 7 16 9 | 10 0 0 10 | 10 0 0 10
A 7 18 27 | 10 0 0 10 | 10 0 0 10
A 7 19 52 | 10 0 0 10 | 10 0 0 10
A 7 21 17 | 10 0 0 10 | 10 0 0 10
A 7 22 6 | 10 0 0 10 | 10 0 0 10
A 7 23 29 | 10 0 0 10 | 10 0 0 10
A 7 26 52 | 10 0 0 10 | 10 0 0 10
A 7 27 65 | 10 0 0 10 | 10 0 0 10
A 7 27 71 | 10 0 0 10 | 10 0 0 10
A 7 27 2 | 10 0 0 10 | 10 0 0 10
A 7 29 28 | 10 0 0 10 | 10 0 0 10
A 8 0 63 | 10 0 0 10 | 10 0 0 10
A 8 3 54 | 10 0 0 10 | 10 0 0 10
A 8 6 59 | 10 0 0 10 | 10 0 0 10
A 8 8 34 | 10 0 0 10 | 10 0 0 10
A 8 8 21 | 10 0 0 10 | 10 0 0 10
A 8 9 18 | 10 0 0 10 | 10 0 0 10
A 8 11 74 | 10 0 0 10 | 10 0 0 10
A 8 11 17 | 10 0 0 10 | 10 0 0 10
A 8 12 15 | 10 0 0 10 | 10 0 0 10
A 8 13 1 | 10 0 0 10 | 10 0 0 10
A 8 14 50 | 10 0 0 10 | 10 0 0 10
A 8 15 85 | 10 0 0 10 | 10 0 0 10
A 8 16 37 | 10 0 0 10 | 10 0 0 10
A 8 18 57 | 10 0 0 10 | 10 0 0 10
A 8 19 66 | 10 0 0 10 | 10 0 0 10
A 8 20 68 | 10 0 0 10 | 10 0 0 10
A 8 20 33 | 10 0 0 10 | 10 0 0 10
A 8 21 63 | 10 0 0 10 | 10 0 0 10
A 8 22 13 | 10 0 0 10 | 10 0 0 10
A 8 23 83 | 10 0 0 10 | 10 0 0 10
A 8 27 32 | 10 0 0 10 | 10 0 0 10
A 8 27 66 | 10 0 0 10 | 10 0 0 10
A 8 28 31 | 10 0 0 10 | 10 0 0 10
A 8 28 47 | 10 0 0 10 | 10 0 0 10
A 8 29 38 | 10 0 0 10 | 10 0 0 10
A 8 30 33 | 10 0 0 10 | 10 0 0 10
A 9 0 11 | 10 0 0 10 | 10 0 0 10
A 9 0 44 | 10 0 0 10 | 10 0 0 10
A 9 1 11 | 10 0 0 10 | 10 0 0 10
A 9 3 16 | 10 0 0 10 | 10 0 0 10
A 9 5 10 | 10 0 0 10 | 10 0 0 10
A 9 5 4 | 10 0 0 10 | 10 0 0 10
A 9 6 58 | 10 0 0 10 | 10 0 0 10
A 9 6 64 | 10 0 0 10 | 10 0 0 10
A 9 7 96 | 10 0 0 10 | 10 0 0 10
A 9 7 29 | 10 0 0 10 | 10 0 0 10
A 9 8 60 | 10 0 0 10 | 10 0 0 10
A 9 9 1 | 10 0 0 10 | 10 0 0 10
A 9 9 97 | 10 0 0 10 | 10 0 0 10
A 9 10 68 | 10 0 0 10 | 10 0 0 10
A 9 12 29 | 10 0 0 10 | 10 0 0 10
A 9 13 29 | 10 0 0 10 | 10 0 0 10
A 9 14 78 | 10 0 0 10 | 10 0 0 10
A 9 17 19 | 10 0 0 10 | 10 0 0 10
A 9 17 12 | 10 0 0 10 | 10 0 0 10
A 9 18 51 | 10 0 0 10 | 10 0 0 10
A 9 19 29 | 10 0 0 10 | 10 0 0 10
A 9 19 88 | 10 0 0 10 | 10 0 0 10
A 9 19 27 | 10 0 0 10 | 10 0 0 10
A 9 20 44 | 10 0 0 10 | 10 0 0 10
A 9 20 76 | 10 0 0 10 | 10 0 0 10
A 9 21 67 | 10 0 0 10 | 10 0 0 10
A 9 22 61 | 10 0 0 10 | 10 0 0 10
A 9 22 76 | 10 0 0 10 | 10 0 0 10
A 9 23 7 | 10 0 0 10 | 10 0 0 10
A 9 23 4 | 10 0 0 10 | 10 0 0 10
A 9 24 81 | 10 0 0 10 | 10 0 0 10
A 9 25 36 | 10 0 0 10 | 10 0 0 10
A 9 27 65 | 10 0 0 10 | 10 0 0 10
A 9 27 91 | 10 0 0 10 | 10 0 0 10
A 9 28 31 | 10 0 0 10 | 10 0 0 10
A 9 31 93 | 10 0 0 10 | 10 0 0 10
A 10 0 14 | 10 0 0 10 | 10 0 0 10
A 10 1 93 | 10 0 0 10 | 10 0 0 10
A 10 2 79 | 10 0 0 10 | 10 0 0 10
A 10 3 52 | 10 0 0 10 | 10 0 0 10
A 10 4 12 | 10 0 0 10 | 10 0 0 10
A 10 9 73 | 10 0 0 10 | 10 0 0 10
A 10 9 70 | 10 0 0 10 | 10 0 0 10
A 10 9 85 | 10 0 0 10 | 10 0 0 10
A 10 10 60 | 10 0 0 10 | 10 0 0 10
A 10 13 53 | 10 0 0 10 | 10 0 0 10
A 10 13 76 | 10 0 0 10 | 10 0 0 10
A 10 15 39 | 10 0 0 10 | 10 0 0 10
A 10 15 40 | 10 0 0 10 | 10 0 0 10
A 10 17 24 | 10 0 0 10 | 10 0 0 10
A 10 19 33 | 10 0 0 10 | 10 0 0 10
A 10 19 29 | 10 0 0 10 | 10 0 0 10
A 10 20 79 | 10 0 0 10 | 10 0 0 10
A 10 20 48 | 10 0 0 10 | 10 0 0 10
A 10 21 44 | 10 0 0 10 | 10 0 0 10
A 10 22 12 | 10 0 0 10 | 10 0 0 10
A 10 24 28 | 10 0 0 10 | 10 0 0 10
A 10 24 80 | 10 0 0 10 | 10 0 0 10
A 10 25 41 | 10 0 0 10 | 10 0 0 10
A 10 26 23 | 10 0 0 10 | 10 0 0 10
A 10 30 91 | 10 0 0 10 | 10 0 0 10
A 10 31 93 | 10 0 0 10 | 10 0 0 10
A 11 0 77 | 10 0 0 10 | 10 0 0 10
A 11 2 7 | 10 0 0 10 | 10 0 0 10
A 11 2 62 | 10 0 0 10 | 10 0 0 10
A 11 3 3 | 10 0 0 10 | 10 0 0 10
A 11 4 68 | 10 0 0 10 | 10 0 0 10
A 11 6 88 | 10 0 0 10 | 10 0 0 10
A 11 7 76 | 10 0 0 10 | 10 0 0 10
A 11 8 30 | 10 0 0 10 | 10 0 0 10
A 11 8 22 | 10 0 0 10 | 10 0 0 10
A 11 10 81 | 10 0 0 10 | 10 0 0 10
A 11 11 72 | 10 0 0 10 | 10 0 0 10
A 11 12 88 | 10 0 0 10 | 10 0 0 10
A 11 12 65 | 10 0 0 10 | 10 0 0 10
A 11 13 25 | 10 0 0 10 | 10 0 0 10
A 11 14 54 | 10 0 0 10 | 10 0 0 10
A 11 14 70 | 10 0 0 10 | 10 0 0 10
A 11 15 7 | 10 0 0 10 | 10 0 0 10
A 11 15 78 | 10 0 0 10 | 10 0 0 10
A 11 17 25 | 10 0 0 10 | 10 0 0 10
A 11 17 13 | 10 0 0 10 | 10 0 0 10
A 11 19 27 | 10 0 0 10 | 10 0 0 10
A 11 21 54 | 10 0 0 10 | 10 0 0 10
A 11 23 98 | 10 0 0 10 | 10 0 0 10
A 11 23 55 | 10 0 0 10 | 10 0 0 10
A 11 24 18 | 10 0 0 10 | 10 0 0 10
A 11 25 13 | 10 0 0 10 | 10 0 0 10
A 11 25 94 | 10 0 0 10 | 10 0 0 10
A 11 27 54 | 10 0 0 10 | 10 0 0 10
A 11 28 80 | 10 0 0 10 | 10 0 0 10
A 11 28 73 | 10 0 0 10 | 10 0 0 10
A 11 28 86 | 10 0 0 10 | 10 0 0 10
A 11 31 67 | 10 0 0 10 | 10 0 0 10
A 11 31 83 | 10 0 0 10 | 10 0 0 10
A 12 0 78 | 10 0 0 10 | 10 0 0 10
A 12 1 76 | 10 0 0 10 | 10 0 0 10
A 12 2 85 | 10 0 0 10 | 10 0 0 10
A 12 2 73 | 10 0 0 10 | 10 0 0 10
A 12 4 71 | 10 0 0 10 | 10 0 0 10
A 12 4 87 | 10 0 0 10 | 10 0 0 10
A 12 7 19 | 10 0 0 10 | 10 0 0 10
A 12 7 72 | 10 0 0 10 | 10 0 0 10
A 12 8 29 | 10 0 0 10 | 10 0 0 10
A 12 8 44 | 10 0 0 10 | 10 0 0 10
A 12 10 6 | 10 0 0 10 | 10 0 0 10
A 12 13 72 | 10 0 0 10 | 10 0 0 10
A 12 14 15 | 10 0 0 10 | 10 0 0 10
A 12 14 62 | 10 0 0 10 | 10 0 0 10
A 12 14 69 | 10 0 0 10 | 10 0 0 10
A 12 15 92 | 10 0 0 10 | 10 0 0 10
A 12 17 89 | 10 0 0 10 | 10 0 0 10
A 12 19 77 | 10 0 0 10 | 10 0 0 10
A 12 20 63 | 10 0 0 10 | 10 0 0 10
A 12 22 82 | 10 0 0 10 | 10 0 0 10
A 12 23 94 | 10 0 0 10 | 10 0 0 10
A 12 25 4 | 10 0 0 10 | 10 0 0 10
A 12 25 95 | 10 0 0 10 | 10 0 0 10
A 12 26 87 | 10 0 0 10 | 10 0 0 10
A 12 27 96 | 10 0 0 10 | 10 0 0 10
A 12 27 93 | 10 0 0 10 | 10 0 0 10
A 12 28 70 | 10 0 0 10 | 10 0 0 10
A 12 29 10 | 10 0 0 10 | 10 0 0 10
A 12 30 93 | 10 0 0 10 | 10 0 0 10
A 12 31 28 | 10 0 0 10 | 10 0 0 10
A 13 1 85 | 10 0 0 10 | 10 0 0 10
A 13 2 48 | 10 0 0 10 | 10 0 0 10
A 13 4 70 | 10 0 0 10 | 10 0 0 10
A 13 4 63 | 10 0 0 10 | 10 0 0 10
A 13 5 58 | 10 0 0 10 | 10 0 0 10
A 13 5 14 | 10 0 0 10 | 10 0 0 10
A 13 6 3 | 10 0 0 10 | 10 0 0 10
A 13 7 44 | 10 0 0 10 | 10 0 0 10
A 13 7 21 | 10 0 0 10 | 10 0 0 10
A 13 9 80 | 10 0 0 10 | 10 0 0 10
A 13 10 77 | 10 0 0 10 | 10 0 0 10
A 13 12 35 | 10 0 0 10 | 10 0 0 10
A 13 14 76 | 10 0 0 10 | 10 0 0 10
A 13 15 39 | 10 0 0 10 | 10 0 0 10
A 13 16 64 | 10 0 0 10 | 10 0 0 10
A 13 16 39 | 10 0 0 10 | 10 0 0 10
A 13 17 57 | 10 0 0 10 | 10 0 0 10
A 13 19 19 | 10 0 0 10 | 10 0 0 10
A 13 19 3 | 10 0 0 10 | 10 0 0 10
A 13 19 59 | 10 0 0 10 | 10 0 0 10
A 13 20 4 | 10 0 0 10 | 10 0 0 10
A 13 21 96 | 10 0 0 10 | 10 0 0 10
A 13 21 70 | 10 0 0 10 | 10 0 0 10
A 13 21 22 | 10 0 0 10 | 10 0 0 10
A 13 22 81 | 10 0 0 10 | 10 0 0 10
A 13 22 77 | 10 0 0 10 | 10 0 0 10
A 13 23 35 | 10 0 0 10 | 10 0 0 10
A 13 23 42 | 10 0 0 10 | 10 0 0 10
A 13 23 48 | 10 0 0 10 | 10 0 0 10
A 13 25 78 | 10 0 0 10 | 10 0 0 10
A 13 26 43 | 10 0 0 10 | 10 0 0 10
A 13 28 27 | 10 0 0 10 | 10 0 0 10
A 14 0 55 | 10 0 0 10 | 10 0 0 10
A 14 2 4 | 10 0 0 10 | 10 0 0 10
A 14 6 73 | 10 0 0 10 | 10 0 0 10
A 14 7 35 | 10 0 0 10 | 10 0 0 10
A 14 7 7 | 10 0 0 10 | 10 0 0 10
A 14 8 9 | 10 0 0 10 | 10 0 0 10
A 14 9 83 | 10 0 0 10 | 10 0 0 10
A 14 11 22 | 10 0 0 10 | 10 0 0 10
A 14 11 97 | 10 0 0 10 | 10 0 0 10
A 14 11 86 | 10 0 0 10 | 10 0 0 10
A 14 12 29 | 10 0 0 10 | 10 0 0 10
A 14 13 12 | 10 0 0 10 | 10 0 0 10
A 14 14 69 | 10 0 0 10 | 10 0 0 10
A 14 15 81 | 10 0 0 10 | 10 0 0 10
A 14 15 28 | 10 0 0 10 | 10 0 0 10
A 14 17 8 | 10 0 0 10 | 10 0 0 10
A 14 17 93 | 10 0 0 10 | 10 0 0 10
A 14 21 32 | 10 0 0 10 | 10 0 0 10
A 14 21 9 | 10 0 0 10 | 10 0 0 10
A 14 23 71 | 10 0 0 10 | 10 0 0 10
A 14 23 55 | 10 0 0 10 | 10 0 0 10
A 14 24 81 | 10 0 0 10 | 10 0 0 10
A 14 25 43 | 10 0 0 10 | 10 0 0 10
A 14 28 16 | 10 0 0 10 | 10 0 0 10
A 14 31 37 | 10 0 0 10 | 10 0 0 10
A 14 31 69 | 10 0 0 10 | 10 0 0 10
A 15 0 18 | 10 0 0 10 | 10 0 0 10
A 15 2 36 | 10 0 0 10 | 10 0 0 10
A 15 2 16 | 10 0 0 10 | 10 0 0 10
A 15 6 92 | 10 0 0 10 | 10 0 0 10
A 15 7 27 | 10 0 0 10 | 10 0 0 10
A 15 8 50 | 10 0 0 10 | 10 0 0 10
A 15 9 78 | 10 0 0 10 | 10 0 0 10
A 15 12 73 | 10 0 0 10 | 10 0 0 10
A 15 13 73 | 10 0 0 10 | 10 0 0 10
A 15 15 93 | 10 0 0 10 | 10 0 0 10
A 15 15 86 | 10 0 0 10 | 10 0 0 10
A 15 15 74 | 10 0 0 10 | 10 0 0 10
A 15 18 52 | 10 0 0 10 | 10 0 0 10
A 15 18 90 | 10 0 0 10 | 10 0 0 10
A 15 19 9 | 10 0 0 10 | 10 0 0 10
A 15 19 0 | 10 0 0 10 | 10 0 0 10
A 15 19 46 | 10 0 0 10 | 10 0 0 10
A 15 20 55 | 10 0 0 10 | 10 0 0 10
A 15 21 27 | 10 0 0 10 | 10 0 0 10
A 15 22 50 | 10 0 0 10 | 10 0 0 10
A 15 22 18 | 10 0 0 10 | 10 0 0 10
A 15 24 82 | 10 0 0 10 | 10 0 0 10
A 15 24 61 | 10 0 0 10 | 10 0 0 10
A 15 24 91 | 10 0 0 10 | 10 0 0 10
A 15 25 19 | 10 0 0 10 | 10 0 0 10
A 15 26 92 | 10 0 0 10 | 10 0 0 10
A 15 26 56 | 10 0 0 10 | 10 0 0 10
A 15 27 15 | 10 0 0 10 | 10 0 0 10
A 15 28 7 | 10 0 0 10 | 10 0 0 10
A 15 29 3 | 10 0 0 10 | 10 0 0 10
A 15 29 24 | 10 0 0 10 | 10 0 0 10
A 15 29 5 | 10 0 0 10 | 10 0 0 10
