S 16 16
A 3 14 45 | 10 0 0 10 | 10 0 0 10
A 3 14 23 | 10 0 0 10 | 10 0 0 10
A 3 15 76 | 10 0 0 10 | 10 0 0 10
A 4 0 24 | 10 0 0 10 | 10 0 0 10
A 4 1 40 | 10 0 0 10 | 10 0 0 10
A 4 2 78 | 10 0 0 10 | 10 0 0 10
A 4 3 29 | 10 0 0 10 | 10 0 0 10
A 4 4 14 | 10 0 0 10 | 10 0 0 10
A 4 6 40 | 10 0 0 10 | 10 0 0 10
A 4 7 87 | 10 0 0 10 | 10 0 0 10
A 4 8 88 | 10 0 0 10 | 10 0 0 10
A 4 9 67 | 10 0 0 10 | 10 0 0 10
A 4 12 77 | 10 0 0 10 | 10 0 0 10
A 4 15 79 | 10 0 0 10 | 10 0 0 10
A 5 1 65 | 10 0 0 10 | 10 0 0 10
A 5 2 31 | 10 0 0 10 | 10 0 0 10
A 5 3 91 | 10 0 0 10 | 10 0 0 10
A 5 3 54 | 10 0 0 10 | 10 0 0 10
A 5 3 36 | 10 0 0 10 | 10 0 0 10
A 5 3 65 | 10 0 0 10 | 10 0 0 10
A 5 4 88 | 10 0 0 10 | 10 0 0 10
A 5 4 45 | 10 0 0 10 | 10 0 0 10
A 5 5 99 | 10 0 0 10 | 10 0 0 10
A 5 5 80 | 10 0 0 10 | 10 0 0 10
A 5 7 67 | 10 0 0 10 | 10 0 0 10
A 5 8 22 | 10 0 0 10 | 10 0 0 10
A 5 8 32 | 10 0 0 10 | 10 0 0 10
A 5 8 58 | 10 0 0 10 | 10 0 0 10
A 5 9 83 | 10 0 0 10 | 10 0 0 10
A 5 11 8 | 10 0 0 10 | 10 0 0 10
A 5 11 31 | 10 0 0 10 | 10 0 0 10
A 5 12 84 | 10 0 0 10 | 10 0 0 10
A 5 14 89 | 10 0 0 10 | 10 0 0 10
A 6 1 18 | 10 0 0 10 | 10 0 0 10
A 6 2 61 | 10 0 0 10 | 10 0 0 10
A 6 4 82 | 10 0 0 10 | 10 0 0 10
A 6 5 39 | 10 0 0 10 | 10 0 0 10
A 6 5 12 | 10 0 0 10 | 10 0 0 10
A 6 7 73 | 10 0 0 10 | 10 0 0 10
A 6 8 39 | 10 0 0 10 | 10 0 0 10
A 6 8 63 | 10 0 0 10 | 10 0 0 10
A 6 9 65 | 10 0 0 10 | 10 0 0 10
A 6 10 64 | 10 0 0 10 | 10 0 0 10
A 6 11 33 | 10 0 0 10 | 10 0 0 10
A 6 15 29 | 10 0 0 10 | 10 0 0 10
A 6 15 7 | 10 0 0 10 | 10 0 0 10
A 7 0 79 | 10 0 0 10 | 10 0 0 10
A 7 0 50 | 10 0 0 10 | 10 0 0 10
A 7 2 31 | 10 0 0 10 | 10 0 0 10
A 7 4 79 | 10 0 0 10 | 10 0 0 10
A 7 6 41 | 10 0 0 10 | 10 0 0 10
A 7 6 28 | 10 0 0 10 | 10 0 0 10
A 7 8 17 | 10 0 0 10 | 10 0 0 10
A 7 10 91 | 10 0 0 10 | 10 0 0 10
A 7 10 44 | 10 0 0 10 | 10 0 0 10
A 7 12 42 | 10 0 0 10 | 10 0 0 10
A 7 13 78 | 10 0 0 10 | 10 0 0 10
A 8 1 35 | 10 0 0 10 | 10 0 0 10
A 8 2 65 | 10 0 0 10 | 10 0 0 10
A 8 4 7 | 10 0 0 10 | 10 0 0 10
A 8 5 16 | 10 0 0 10 | 10 0 0 10
A 8 5 64 | 10 0 0 10 | 10 0 0 10
A 8 5 64 | 10 0 0 10 | 10 0 0 10
A 8 5 10 | 10 0 0 10 | 10 0 0 10
A 8 6 58 | 10 0 0 10 | 10 0 0 10
A 8 7 55 | 10 0 0 10 | 10 0 0 10
A 8 8 88 | 10 0 0 10 | 10 0 0 10
A 8 10 78 | 10 0 0 10 | 10 0 0 10
A 8 11 96 | 10 0 0 10 | 10 0 0 10
A 8 12 77 | 10 0 0 10 | 10 0 0 10
A 8 14 50 | 10 0 0 10 | 10 0 0 10
A 8 14 28 | 10 0 0 10 | 10 0 0 10
A 8 15 34 | 10 0 0 10 | 10 0 0 10
A 8 15 96 | 10 0 0 10 | 10 0 0 10
A 8 15 73 | 10 0 0 10 | 10 0 0 10
A 9 0 82 | 10 0 0 10 | 10 0 0 10
A 9 1 35 | 10 0 0 10 | 10 0 0 10
A 9 3 6 | 10 0 0 10 | 10 0 0 10
A 9 3 96 | 10 0 0 10 | 10 0 0 10
A 9 4 5 | 10 0 0 10 | 10 0 0 10
A 9 4 25 | 10 0 0 10 | 10 0 0 10
A 9 4 68 | 10 0 0 10 | 10 0 0 10
A 9 5 85 | 10 0 0 10 | 10 0 0 10
A 9 5 50 | 10 0 0 10 | 10 0 0 10
A 9 6 66 | 10 0 0 10 | 10 0 0 10
A 9 9 63 | 10 0 0 10 | 10 0 0 10
A 9 9 45 | 10 0 0 10 | 10 0 0 10
A 9 10 39 | 10 0 0 10 | 10 0 0 10
A 9 10 40 | 10 0 0 10 | 10 0 0 10
A 9 13 38 | 10 0 0 10 | 10 0 0 10
A 9 15 70 | 10 0 0 10 | 10 0 0 10
A 10 1 98 | 10 0 0 10 | 10 0 0 10
A 10 2 83 | 10 0 0 10 | 10 0 0 10
A 10 4 87 | 10 0 0 10 | 10 0 0 10
A 10 4 77 | 10 0 0 10 | 10 0 0 10
A 10 6 55 | 10 0 0 10 | 10 0 0 10
A 10 7 45 | 10 0 0 10 | 10 0 0 10
A 10 8 98 | 10 0 0 10 | 10 0 0 10
A 10 8 55 | 10 0 0 10 | 10 0 0 10
A 10 8 31 | 10 0 0 10 | 10 0 0 10
A 10 9 12 | 10 0 0 10 | 10 0 0 10
A 10 9 2 | 10 0 0 10 | 10 0 0 10
A 10 9 34 | 10 0 0 10 | 10 0 0 10
A 10 10 2 | 10 0 0 10 | 10 0 0 10
A 10 10 86 | 10 0 0 10 | 10 0 0 10
A 10 11 35 | 10 0 0 10 | 10 0 0 10
A 10 13 30 | 10 0 0 10 | 10 0 0 10
A 10 14 51 | 10 0 0 10 | 10 0 0 10
A 10 15 0 | 10 0 0 10 | 10 0 0 10
A 10 15 1 | 10 0 0 10 | 10 0 0 10
A 10 15 66 | 10 0 0 10 | 10 0 0 10
A 11 0 31 | 10 0 0 10 | 10 0 0 10
A 11 1 81 | 10 0 0 10 | 10 0 0 10
A 11 2 61 | 10 0 0 10 | 10 0 0 10
A 11 4 31 | 10 0 0 10 | 10 0 0 10
A 11 4 14 | 10 0 0 10 | 10 0 0 10
A 11 5 62 | 10 0 0 10 | 10 0 0 10
A 11 7 8 | 10 0 0 10 | 10 0 0 10
A 11 8 91 | 10 0 0 10 | 10 0 0 10
A 11 10 18 | 10 0 0 10 | 10 0 0 10
A 11 10 59 | 10 0 0 10 | 10 0 0 10
A 11 10 45 | 10 0 0 10 | 10 0 0 10
A 11 11 57 | 10 0 0 10 | 10 0 0 10
A 11 12 89 | 10 0 0 10 | 10 0 0 10
A 11 12 51 | 10 0 0 10 | 10 0 0 10
A 11 13 37 | 10 0 0 10 | 10 0 0 10
A 11 13 41 | 10 0 0 10 | 10 0 0 10
A 11 14 75 | 10 0 0 10 | 10 0 0 10
A 11 15 90 | 10 0 0 10 | 10 0 0 10
A 12 0 17 | 10 0 0 10 | 10 0 0 10
A 12 0 89 | 10 0 0 10 | 10 0 0 10
A 12 2 14 | 10 0 0 10 | 10 0 0 10
A 12 3 32 | 10 0 0 10 | 10 0 0 10
A 12 3 38 | 10 0 0 10 | 10 0 0 10
A 12 4 44 | 10 0 0 10 | 10 0 0 10
A 12 5 50 | 10 0 0 10 | 10 0 0 10
A 12 6 67 | 10 0 0 10 | 10 0 0 10
A 12 6 42 | 10 0 0 10 | 10 0 0 10
A 12 6 18 | 10 0 0 10 | 10 0 0 10
A 12 8 84 | 10 0 0 10 | 10 0 0 10
A 12 9 34 | 10 0 0 10 | 10 0 0 10
A 12 9 8 | 10 0 0 10 | 10 0 0 10
A 12 9 17 | 10 0 0 10 | 10 0 0 10
A 12 10 6 | 10 0 0 10 | 10 0 0 10
A 12 13 98 | 10 0 0 10 | 10 0 0 10
A 12 14 76 | 10 0 0 10 | 10 0 0 10
A 12 15 60 | 10 0 0 10 | 10 0 0 10
A 13 1 33 | 10 0 0 10 | 10 0 0 10
A 13 2 62 | 10 0 0 10 | 10 0 0 10
A 13 2 16 | 10 0 0 10 | 10 0 0 10
A 13 3 9 | 10 0 0 10 | 10 0 0 10
A 13 4 15 | 10 0 0 10 | 10 0 0 10
A 13 5 66 | 10 0 0 10 | 10 0 0 10
A 13 5 88 | 10 0 0 10 | 10 0 0 10
A 13 6 51 | 10 0 0 10 | 10 0 0 10
A 13 6 5 | 10 0 0 10 | 10 0 0 10
A 13 7 90 | 10 0 0 10 | 10 0 0 10
A 13 7 54 | 10 0 0 10 | 10 0 0 10
A 13 10 40 | 10 0 0 10 | 10 0 0 10
A 13 10 62 | 10 0 0 10 | 10 0 0 10
A 13 11 23 | 10 0 0 10 | 10 0 0 10
A 13 14 40 | 10 0 0 10 | 10 0 0 10
A 14 1 39 | 10 0 0 10 | 10 0 0 10
A 14 2 44 | 10 0 0 10 | 10 0 0 10
A 14 3 79 | 10 0 0 10 | 10 0 0 10
A 14 5 17 | 10 0 0 10 | 10 0 0 10
A 14 6 30 | 10 0 0 10 | 10 0 0 10
A 14 6 19 | 10 0 0 10 | 10 0 0 10
A 14 8 30 | 10 0 0 10 | 10 0 0 10
A 14 10 15 | 10 0 0 10 | 10 0 0 10
A 14 11 9 | 10 0 0 10 | 10 0 0 10
A 14 11 93 | 10 0 0 10 | 10 0 0 10
A 14 12 75 | 10 0 0 10 | 10 0 0 10
A 14 14 99 | 10 0 0 10 | 10 0 0 10
A 15 1 95 | 10 0 0 10 | 10 0 0 10
A 15 3 42 | 10 0 0 10 | 10 0 0 10
A 15 3 1 | 10 0 0 10 | 10 0 0 10
A 15 4 20 | 10 0 0 10 | 10 0 0 10
A 15 5 17 | 10 0 0 10 | 10 0 0 10
A 15 5 2 | 10 0 0 10 | 10 0 0 10
A 15 7 32 | 10 0 0 10 | 10 0 0 10
A 15 15 43 | 10 0 0 10 | 10 0 0 10
A 15 15 74 | 10 0 0 10 | 10 0 0 10
